"chr" "start" "end" "value" "area" "cluster" "indexStart" "indexEnd" "L" "clusterL"
"1406" "chr1" 36771714 36771714 -0.0363590092233921 0.0363590092233921 3156 4644 4644 1 5
"1008" "chrX" 101645987 101645987 0.0363028715647809 0.0363028715647809 11787 20458 20458 1 1
"1002" "chrX" 101382549 101382549 0.0361966147858067 0.0361966147858067 11778 20432 20432 1 1
"1369" "chr1" 27889261 27889261 -0.0361680797430783 0.0361680797430783 2654 3872 3872 1 1
"619" "chr1" 242250508 242250508 0.0361037773247101 0.0361037773247101 9135 13543 13543 1 1
"571" "chr1" 228238553 228238553 0.0360418783949831 0.0360418783949831 8607 12796 12796 1 1
"1402" "chr1" 33772736 33772736 -0.0359767041185813 0.0359767041185813 3022 4441 4441 1 1
"680" "chrX" 6453787 6453787 0.0359587558176726 0.0359587558176726 9501 14115 14115 1 1
"770" "chrX" 37007454 37007454 0.0359486894576905 0.0359486894576905 10165 15934 15934 1 1
"651" "chr1" 248343651 248343651 0.0359369542862652 0.0359369542862652 9383 13885 13885 1 1
"708" "chrX" 12739263 12739263 0.0359203957707632 0.0359203957707632 9643 14480 14480 1 1
"1727" "chr1" 209979345 209979345 -0.0359151329493896 0.0359151329493896 8027 11951 11951 1 2
"1631" "chr1" 155098827 155098827 -0.0359138392879626 0.0359138392879626 6247 9357 9357 1 1
"1507" "chr1" 62660861 62660861 -0.035889381222392 0.035889381222392 4317 6418 6418 1 1
"1394" "chr1" 32892769 32892769 -0.0358208417877375 0.0358208417877375 2946 4334 4334 1 4
"961" "chrX" 79826700 79826700 0.035774030316428 0.035774030316428 11573 19832 19832 1 1
"254" "chr1" 47514752 47514752 0.0357734263160438 0.0357734263160438 3816 5670 5670 1 1
"1461" "chr1" 47079672 47079672 -0.0357689662314799 0.0357689662314799 3800 5641 5641 1 1
"594" "chr1" 233874693 233874693 0.0357213090622219 0.0357213090622219 8913 13222 13222 1 1
"876" "chrX" 63616811 63616811 0.0356976988496116 0.0356976988496116 11100 18529 18529 1 3
"416" "chr1" 157523253 157523253 0.0356910118387891 0.0356910118387891 6471 9714 9714 1 1
"350" "chr1" 146895247 146895247 0.0355556713041302 0.0355556713041302 5732 8556 8556 1 1
"1750" "chr1" 221061837 221061837 -0.0354982838971425 0.0354982838971425 8334 12379 12379 1 1
"1416" "chr1" 39956807 39956807 -0.0354875434265155 0.0354875434265155 3322 4891 4891 1 3
"1695" "chr1" 197879766 197879766 -0.0354614829776791 0.0354614829776791 7451 11119 11119 1 1
"361" "chr1" 152056869 152056869 0.035377612105982 0.035377612105982 6014 9020 9020 1 1
"417" "chr1" 157536296 157536296 0.0353453459206016 0.0353453459206016 6472 9715 9715 1 1
"498" "chr1" 181204428 181204428 0.0353344785369778 0.0353344785369778 7221 10812 10812 1 1
"1299" "chr1" 10949192 10949192 -0.0352789319874355 0.0352789319874355 1466 2159 2159 1 1
"568" "chr1" 228004967 228004967 0.0352078874744369 0.0352078874744369 8592 12771 12771 1 1
"1635" "chr1" 156390220 156390220 -0.035088589646784 0.035088589646784 6367 9557 9557 1 1
"1505" "chr1" 60539400 60539400 -0.0350562516151678 0.0350562516151678 4282 6364 6364 1 1
"530" "chr1" 207840521 207840521 0.0350460099825994 0.0350460099825994 7935 11836 11836 1 1
"1431" "chr1" 43250763 43250763 -0.0350294918735508 0.0350294918735508 3515 5187 5187 1 2
"302" "chr1" 96468567 96468567 0.034966846080234 0.034966846080234 4993 7446 7446 1 1
"448" "chr1" 159506621 159506621 0.0349649917614563 0.0349649917614563 6541 9797 9797 1 2
"455" "chr1" 160311893 160311893 0.0349515844660042 0.0349515844660042 6597 9886 9886 1 1
"1573" "chr1" 111746959 111746959 -0.0348939081845821 0.0348939081845821 5304 7920 7920 1 1
"75" "chr1" 4542769 4542769 0.0348910813180408 0.0348910813180408 898 1401 1401 1 1
"510" "chr1" 182456796 182456796 0.0348886148729125 0.0348886148729125 7257 10857 10857 1 1
"1279" "chr1" 6390793 6390793 -0.0348827907211294 0.0348827907211294 1037 1583 1583 1 1
"341" "chr1" 115877962 115877962 0.0348473170190539 0.0348473170190539 5450 8148 8148 1 1
"279" "chr1" 58257201 58257201 0.0348028064067064 0.0348028064067064 4224 6283 6283 1 1
"553" "chr1" 217547645 217547645 0.0347739782215402 0.0347739782215402 8255 12270 12270 1 1
"459" "chr1" 164287089 164287089 0.0347493460788121 0.0347493460788121 6761 10141 10141 1 1
"1527" "chr1" 77334748 77334748 -0.0346850120000235 0.0346850120000235 4586 6818 6818 1 1
"1639" "chr1" 156676793 156676793 -0.0346537507637607 0.0346537507637607 6406 9615 9615 1 1
"419" "chr1" 157669111 157669111 0.0346451678018857 0.0346451678018857 6475 9718 9718 1 1
"1575" "chr1" 112283245 112283245 -0.0345956613430186 0.0345956613430186 5335 7966 7966 1 6
"1636" "chr1" 156406349 156406349 -0.0345798022648325 0.0345798022648325 6372 9563 9563 1 1
"892" "chrX" 65390189 65390189 0.0345548687550388 0.0345548687550388 11141 18628 18628 1 1
"176" "chr1" 19178112 19178112 0.034549929253077 0.034549929253077 2014 2918 2918 1 1
"1467" "chr1" 47882686 47882686 -0.0345315335211617 0.0345315335211617 3833 5707 5707 1 1
"794" "chrX" 47441290 47441290 0.0345021030511369 0.0345021030511369 10538 16895 16895 1 8
"209" "chr1" 31156665 31156665 0.0344742696861477 0.0344742696861477 2805 4111 4111 1 1
"21" "chr1" 2750406 2750406 0.0344537290109401 0.0344537290109401 573 880 880 1 1
"969" "chrX" 84364580 84364580 0.0344459919982224 0.0344459919982224 11605 19947 19947 1 5
"24" "chr1" 2811411 2811411 0.0344326883000636 0.0344326883000636 588 899 899 1 1
"1007" "chrX" 101615548 101615548 0.0343904392984544 0.0343904392984544 11786 20457 20457 1 1
"729" "chrX" 23347058 23347058 0.0343557712147062 0.0343557712147062 9960 15337 15337 1 1
"562" "chr1" 227680750 227680750 0.0343156907904681 0.0343156907904681 8565 12733 12733 1 1
"1384" "chr1" 32170929 32170929 -0.0341116403247725 0.0341116403247725 2870 4199 4199 1 1
"1004" "chrX" 101400003 101400003 0.0340770140443384 0.0340770140443384 11781 20442 20442 1 1
"763" "chrX" 35820968 35820968 0.0339983785299122 0.0339983785299122 10148 15893 15893 1 1
"433" "chr1" 158450237 158450237 0.0339953320680068 0.0339953320680068 6510 9757 9757 1 1
"43" "chr1" 3070337 3070337 0.0339929050676944 0.0339929050676944 658 1012 1012 1 2
"723" "chrX" 17883294 17883294 0.0339803992259266 0.0339803992259266 9832 14993 14993 1 1
"431" "chr1" 158391119 158391119 0.0339551530099245 0.0339551530099245 6508 9755 9755 1 1
"1483" "chr1" 50886920 50886920 -0.0339525434256216 0.0339525434256216 3905 5812 5812 1 1
"1451" "chr1" 45308593 45308593 -0.0339296213199948 0.0339296213199948 3692 5471 5471 1 1
"1069" "chrX" 123350813 123350813 0.0339049788916688 0.0339049788916688 12387 22186 22186 1 1
"782" "chrX" 37427829 37427829 0.0339027545765954 0.0339027545765954 10188 15987 15987 1 1
"702" "chrX" 11621141 11621141 0.033899509326706 0.033899509326706 9621 14417 14417 1 1
"1255" "chr1" 2474539 2474539 -0.0338775868911613 0.0338775868911613 536 824 824 1 1
"538" "chr1" 209008498 209008498 0.0338348131608063 0.0338348131608063 7990 11903 11903 1 1
"317" "chr1" 110663559 110663559 0.0338156427775538 0.0338156427775538 5240 7829 7829 1 1
"622" "chr1" 242767942 242767942 0.0337929111640841 0.0337929111640841 9143 13553 13553 1 1
"147" "chr1" 12907868 12907868 0.0337582817679973 0.0337582817679973 1622 2383 2383 1 1
"1568" "chr1" 110613072 110613072 -0.0337008866133456 0.0337008866133456 5234 7820 7820 1 1
"351" "chr1" 148903479 148903479 0.0336852984677383 0.0336852984677383 5792 8643 8643 1 1
"590" "chr1" 231739450 231739450 0.0336825221400891 0.0336825221400891 8848 13143 13143 1 1
"485" "chr1" 170776719 170776719 0.0336765123826845 0.0336765123826845 6947 10413 10413 1 1
"976" "chrX" 86086688 86086688 0.0336035688441439 0.0336035688441439 11620 19995 19995 1 1
"326" "chr1" 111510137 111510137 0.0335908851976997 0.0335908851976997 5298 7913 7913 1 1
"330" "chr1" 112523648 112523648 0.033578980712664 0.033578980712664 5343 7977 7977 1 1
"1792" "chr1" 235812198 235812198 -0.0335742458466483 0.0335742458466483 8985 13329 13329 1 1
"1181" "chrX" 150866110 150866110 0.0335634545383818 0.0335634545383818 13037 24005 24005 1 5
"74" "chr1" 4541470 4541470 0.0335483898321447 0.0335483898321447 897 1400 1400 1 1
"1616" "chr1" 149712057 149712057 -0.0335092017539049 0.0335092017539049 5835 8698 8698 1 2
"1961" "chrX" 128657893 128657893 -0.0334680089651833 0.0334680089651833 12422 22286 22286 1 11
"640" "chr1" 247769804 247769804 0.0334550242823576 0.0334550242823576 9362 13857 13857 1 1
"758" "chrX" 34961658 34961658 0.0334224538193105 0.0334224538193105 10140 15874 15874 1 10
"1051" "chrX" 110924017 110924017 0.0334220902856247 0.0334220902856247 12097 21367 21367 1 8
"1275" "chr1" 6265417 6265417 -0.0334073330935271 0.0334073330935271 1010 1541 1541 1 3
"339" "chr1" 115842640 115842640 0.0333949163348605 0.0333949163348605 5448 8146 8146 1 1
"1292" "chr1" 9129487 9129487 -0.0333678818242136 0.0333678818242136 1279 1913 1913 1 2
"781" "chrX" 37404519 37404519 0.0333579778650801 0.0333579778650801 10187 15984 15984 1 4
"842" "chrX" 52827655 52827655 0.0333105730614478 0.0333105730614478 10886 17905 17905 1 1
"1593" "chr1" 120284868 120284868 -0.0332720018083015 0.0332720018083015 5591 8348 8348 1 1
"334" "chr1" 115352834 115352834 0.0332630429724551 0.0332630429724551 5438 8129 8129 1 1
"1337" "chr1" 20669905 20669905 -0.0332344475806331 0.0332344475806331 2117 3066 3066 1 3
"493" "chr1" 177154353 177154353 0.0331984524043824 0.0331984524043824 7096 10629 10629 1 1
"1547" "chr1" 91196488 91196488 -0.0331967334506158 0.0331967334506158 4833 7187 7187 1 1
"1161" "chrX" 146364725 146364725 0.0331811710225317 0.0331811710225317 12926 23692 23692 1 1
"866" "chrX" 57312244 57312244 0.0331803005884289 0.0331803005884289 11058 18412 18412 1 7
"233" "chr1" 38830514 38830514 0.033148872605546 0.033148872605546 3271 4820 4820 1 1
"1648" "chr1" 157948875 157948875 -0.0331290963051036 0.0331290963051036 6484 9728 9728 1 1
"1065" "chrX" 119137553 119137553 0.0330205258484078 0.0330205258484078 12313 21966 21966 1 1
"437" "chr1" 158671873 158671873 0.0329686155295232 0.0329686155295232 6519 9768 9768 1 1
"215" "chr1" 34328907 34328907 0.0329513070933319 0.0329513070933319 3049 4474 4474 1 1
"894" "chrX" 66761231 66761231 0.0329477940580555 0.0329477940580555 11148 18636 18636 1 1
"558" "chr1" 223534046 223534046 0.0329027396136721 0.0329027396136721 8385 12453 12453 1 1
"69" "chr1" 4222311 4222311 0.0328761540689386 0.0328761540689386 891 1393 1393 1 1
"615" "chr1" 241523165 241523165 0.0328293531336545 0.0328293531336545 9113 13511 13511 1 1
"1698" "chr1" 197882836 197882836 -0.0328268921910065 0.0328268921910065 7454 11122 11122 1 1
"620" "chr1" 242611826 242611826 0.032822057123194 0.032822057123194 9137 13545 13545 1 1
"630" "chr1" 247579608 247579608 0.0328211084533053 0.0328211084533053 9346 13830 13830 1 3
"190" "chr1" 22974180 22974180 0.0328119976179101 0.0328119976179101 2290 3297 3297 1 2
"258" "chr1" 48657369 48657369 0.0327734690083169 0.0327734690083169 3879 5765 5765 1 1
"1159" "chrX" 146354024 146354024 0.0327306349034989 0.0327306349034989 12923 23688 23688 1 1
"1263" "chr1" 3514921 3514921 -0.0327294552532824 0.0327294552532824 803 1236 1236 1 1
"1810" "chr1" 247511400 247511400 -0.0327221513209602 0.0327221513209602 9342 13824 13824 1 1
"1154" "chrX" 146318701 146318701 0.0327202198012063 0.0327202198012063 12917 23681 23681 1 2
"1759" "chr1" 226303486 226303486 -0.0327199397030364 0.0327199397030364 8506 12634 12634 1 1
"1174" "chrX" 150345040 150345040 0.0326407383025356 0.0326407383025356 13014 23961 23961 1 2
"908" "chrX" 69281860 69281860 0.0326387088341077 0.0326387088341077 11243 18902 18902 1 13
"1632" "chr1" 155265180 155265180 -0.0326320027759065 0.0326320027759065 6286 9431 9431 1 1
"486" "chr1" 173065092 173065092 0.0326027524564865 0.0326027524564865 7011 10501 10501 1 1
"516" "chr1" 202677309 202677309 0.0325932035292796 0.0325932035292796 7641 11391 11391 1 1
"828" "chrX" 51149573 51149573 0.0325638349677914 0.0325638349677914 10846 17818 17818 1 9
"1287" "chr1" 7022261 7022261 -0.0325376784950009 0.0325376784950009 1122 1712 1712 1 1
"143" "chr1" 12851605 12851605 0.0324934338581082 0.0324934338581082 1617 2378 2378 1 1
"457" "chr1" 161953806 161953806 0.0324818466045833 0.0324818466045833 6719 10074 10074 1 3
"145" "chr1" 12889600 12889600 0.0324391753152504 0.0324391753152504 1619 2380 2380 1 1
"152" "chr1" 13796840 13796840 0.0323634696159766 0.0323634696159766 1628 2390 2390 1 1
"1317" "chr1" 16542981 16542981 -0.0322975935931757 0.0322975935931757 1813 2647 2647 1 1
"1131" "chrX" 140009459 140009459 0.0322885490312996 0.0322885490312996 12850 23525 23525 1 3
"1428" "chr1" 41284135 41284135 -0.0322860714358694 0.0322860714358694 3415 5049 5049 1 1
"1584" "chr1" 119529360 119529360 -0.0322755010802965 0.0322755010802965 5558 8296 8296 1 2
"1127" "chrX" 139525010 139525010 0.0322602152369182 0.0322602152369182 12835 23462 23462 1 1
"1274" "chr1" 6241040 6241040 -0.0322378583747894 0.0322378583747894 1007 1537 1537 1 2
"863" "chrX" 56255850 56255850 0.0322359481085027 0.0322359481085027 11034 18343 18343 1 1
"1111" "chrX" 136132809 136132809 0.032152599890962 0.032152599890962 12755 23267 23267 1 1
"701" "chrX" 11284010 11284010 0.0321410916625203 0.0321410916625203 9611 14399 14399 1 1
"444" "chr1" 159160407 159160407 0.0321385388186391 0.0321385388186391 6534 9790 9790 1 1
"750" "chrX" 31093720 31093720 0.0321183516002862 0.0321183516002862 10105 15778 15778 1 1
"1661" "chr1" 161494958 161494958 -0.0320238855322924 0.0320238855322924 6691 10034 10034 1 2
"282" "chr1" 58393137 58393137 0.0320123183326347 0.0320123183326347 4227 6286 6286 1 1
"1712" "chr1" 200983313 200983313 -0.0320098231012472 0.0320098231012472 7531 11223 11223 1 1
"1595" "chr1" 120906047 120906047 -0.0320005848781551 0.0320005848781551 5612 8374 8374 1 1
"700" "chrX" 10125135 10125135 0.0319682860214284 0.0319682860214284 9584 14334 14334 1 8
"616" "chr1" 241584653 241584653 0.0319439455135867 0.0319439455135867 9114 13512 13512 1 1
"394" "chr1" 153175248 153175248 0.0319396877561156 0.0319396877561156 6075 9096 9096 1 1
"604" "chr1" 237946534 237946534 0.0319202866820763 0.0319202866820763 9053 13437 13437 1 1
"795" "chrX" 47481995 47481995 0.0319051135882722 0.0319051135882722 10543 16916 16916 1 1
"684" "chrX" 8093828 8093828 0.031863717563789 0.031863717563789 9518 14164 14164 1 1
"811" "chrX" 49460408 49460408 0.0318477213399938 0.0318477213399938 10786 17647 17647 1 4
"1674" "chr1" 170640331 170640331 -0.0318348091297839 0.0318348091297839 6944 10410 10410 1 1
"356" "chr1" 150603058 150603058 0.0318132272432141 0.0318132272432141 5900 8825 8825 1 1
"523" "chr1" 205430290 205430290 0.0317670622208455 0.0317670622208455 7830 11673 11673 1 1
"460" "chr1" 164325910 164325910 0.0317478596077561 0.0317478596077561 6762 10142 10142 1 1
"714" "chrX" 13339903 13339903 0.0317461596342661 0.0317461596342661 9673 14544 14544 1 2
"1415" "chr1" 39546688 39546688 -0.0317389848145137 0.0317389848145137 3305 4870 4870 1 3
"565" "chr1" 227726508 227726508 0.0317344023969077 0.0317344023969077 8569 12737 12737 1 1
"1650" "chr1" 160066587 160066587 -0.031726872525806 0.031726872525806 6577 9853 9853 1 1
"950" "chrX" 75006485 75006485 0.0317137261689106 0.0317137261689106 11508 19653 19653 1 2
"658" "chr1" 248651841 248651841 0.0317041006911945 0.0317041006911945 9394 13900 13900 1 1
"1030" "chrX" 104174302 104174302 0.0316808799418368 0.0316808799418368 11928 20891 20891 1 1
"1276" "chr1" 6266099 6266099 -0.031649717043183 0.031649717043183 1010 1543 1543 1 3
"1320" "chr1" 16847214 16847214 -0.0316482796784899 0.0316482796784899 1845 2688 2688 1 3
"838" "chrX" 52675851 52675851 0.031616345803248 0.031616345803248 10881 17892 17892 1 1
"1794" "chr1" 236309960 236309960 -0.031608849783824 0.031608849783824 9015 13376 13376 1 1
"1036" "chrX" 105451070 105451070 0.031606193086373 0.031606193086373 11937 20922 20922 1 1
"767" "chrX" 36972276 36972276 0.0316020105704818 0.0316020105704818 10156 15910 15910 1 1
"1242" "chr1" 1498081 1498081 -0.0315859766370678 0.0315859766370678 237 374 374 1 1
"909" "chrX" 69282103 69282103 0.031533988511289 0.031533988511289 11243 18904 18904 1 13
"778" "chrX" 37350627 37350627 0.0314864402679888 0.0314864402679888 10180 15968 15968 1 5
"467" "chr1" 164789358 164789358 0.0314649462856211 0.0314649462856211 6779 10160 10160 1 1
"1788" "chr1" 233462765 233462765 -0.0314585722691354 0.0314585722691354 8899 13208 13208 1 2
"1586" "chr1" 119531718 119531718 -0.0314519803561465 0.0314519803561465 5560 8300 8300 1 5
"1344" "chr1" 22140769 22140769 -0.0314367385514801 0.0314367385514801 2219 3214 3214 1 1
"260" "chr1" 50796642 50796642 0.0314077801772836 0.0314077801772836 3895 5797 5797 1 1
"287" "chr1" 58718544 58718544 0.0314025002166455 0.0314025002166455 4233 6297 6297 1 1
"895" "chrX" 66762467 66762467 0.0313915529319506 0.0313915529319506 11149 18637 18637 1 1
"654" "chr1" 248437212 248437212 0.0313718318784695 0.0313718318784695 9386 13890 13890 1 1
"482" "chr1" 169671116 169671116 0.0313592981663415 0.0313592981663415 6919 10377 10377 1 1
"1190" "chrX" 151287712 151287712 0.0313570954347747 0.0313570954347747 13063 24058 24058 1 1
"1164" "chrX" 147136817 147136817 0.0313316950412801 0.0313316950412801 12937 23726 23726 1 1
"1217" "chrY" 5608629 5608629 0.031323315389171 0.031323315389171 13493 25224 25224 1 1
"585" "chr1" 230491641 230491641 0.0313028486406607 0.0313028486406607 8787 13054 13054 1 1
"1486" "chr1" 50892299 50892299 -0.0312653852798247 0.0312653852798247 3909 5820 5820 1 3
"262" "chr1" 51034865 51034865 0.0312470222997613 0.0312470222997613 3911 5824 5824 1 1
"1119" "chrX" 138690622 138690622 0.0312415299261663 0.0312415299261663 12810 23406 23406 1 1
"1083" "chrX" 129300964 129300964 0.0312361907023175 0.0312361907023175 12500 22488 22488 1 1
"1732" "chr1" 214153377 214153377 -0.0311861128007338 0.0311861128007338 8172 12157 12157 1 1
"535" "chr1" 208649506 208649506 0.0311745384649488 0.0311745384649488 7987 11900 11900 1 1
"1241" "chr1" 1475209 1475209 -0.0311632282126996 0.0311632282126996 229 362 362 1 1
"186" "chr1" 20573259 20573259 0.0310937152276773 0.0310937152276773 2113 3058 3058 1 1
"1628" "chr1" 155035388 155035388 -0.031075971225021 0.031075971225021 6235 9339 9339 1 1
"638" "chr1" 247751498 247751498 0.0310121246405395 0.0310121246405395 9360 13855 13855 1 1
"1929" "chrX" 103500636 103500636 -0.0310049433052938 0.0310049433052938 11921 20866 20866 1 20
"865" "chrX" 56310955 56310955 0.030980276280437 0.030980276280437 11038 18360 18360 1 1
"1870" "chrX" 39967202 39967202 -0.0309799746338137 0.0309799746338137 10295 16241 16241 1 1
"1026" "chrX" 103491910 103491910 0.0309638937879579 0.0309638937879579 11917 20842 20842 1 1
"1497" "chr1" 55267125 55267125 -0.0308984704720646 0.0308984704720646 4148 6177 6177 1 2
"815" "chrX" 49595088 49595088 0.0308861646782606 0.0308861646782606 10790 17659 17659 1 1
"375" "chr1" 152733223 152733223 0.0308599361772388 0.0308599361772388 6046 9062 9062 1 1
"1763" "chr1" 228336474 228336474 -0.0308210679970035 0.0308210679970035 8627 12829 12829 1 1
"140" "chr1" 12122133 12122133 0.0307637718516865 0.0307637718516865 1568 2313 2313 1 1
"914" "chrX" 70148340 70148340 0.0307474736416846 0.0307474736416846 11288 19045 19045 1 1
"864" "chrX" 56262829 56262829 0.0307443484979831 0.0307443484979831 11037 18359 18359 1 1
"340" "chr1" 115860698 115860698 0.0307339969716718 0.0307339969716718 5449 8147 8147 1 1
"1740" "chr1" 217313044 217313044 -0.0307249471167503 0.0307249471167503 8252 12267 12267 1 1
"172" "chr1" 18809297 18809297 0.0307202310777453 0.0307202310777453 1992 2886 2886 1 3
"1204" "chrX" 152402356 152402356 0.0307115026881222 0.0307115026881222 13136 24210 24210 1 1
"430" "chr1" 158319083 158319083 0.0306590156422965 0.0306590156422965 6506 9753 9753 1 1
"109" "chr1" 6191879 6191879 0.0306498348944333 0.0306498348944333 996 1524 1524 1 3
"390" "chr1" 153085152 153085152 0.0306266565621705 0.0306266565621705 6070 9089 9089 1 2
"165" "chr1" 17665930 17665930 0.0306173800740421 0.0306173800740421 1933 2811 2811 1 1
"1764" "chr1" 228346014 228346014 -0.0306139071736558 0.0306139071736558 8630 12834 12834 1 1
"1455" "chr1" 46632690 46632690 -0.0306006203583722 0.0306006203583722 3745 5559 5559 1 3
"668" "chrX" 2997097 2997097 0.03055200738231 0.03055200738231 9456 14014 14014 1 1
"226" "chr1" 37782729 37782729 0.030551043725522 0.030551043725522 3194 4701 4701 1 1
"998" "chrX" 101145699 101145699 0.0305429411932318 0.0305429411932318 11771 20408 20408 1 2
"1781" "chr1" 230560793 230560793 -0.0305327612845038 0.0305327612845038 8793 13063 13063 1 2
"1590" "chr1" 119543883 119543883 -0.0305312562379361 0.0305312562379361 5563 8311 8311 1 6
"989" "chrX" 99839289 99839289 0.030529641680536 0.030529641680536 11676 20123 20123 1 1
"1149" "chrX" 145082826 145082826 0.0305259477262948 0.0305259477262948 12908 23663 23663 1 1
"1967" "chrX" 129113524 129113524 -0.0305067880724599 0.0305067880724599 12472 22408 22408 1 1
"608" "chr1" 240071102 240071102 0.0305041396395009 0.0305041396395009 9075 13463 13463 1 2
"926" "chrX" 71402430 71402430 0.0304790686622266 0.0304790686622266 11407 19346 19346 1 1
"890" "chrX" 65381074 65381074 0.0304533119937296 0.0304533119937296 11138 18621 18621 1 1
"534" "chr1" 208548198 208548198 0.0304170569093671 0.0304170569093671 7986 11899 11899 1 1
"5" "chr1" 2008579 2008579 0.0303701176883267 0.0303701176883267 346 552 552 1 2
"400" "chr1" 153329013 153329013 0.0303555819620542 0.0303555819620542 6084 9110 9110 1 1
"1088" "chrX" 130222888 130222888 0.0303492574041101 0.0303492574041101 12538 22602 22602 1 1
"1150" "chrX" 145109374 145109374 0.030349251304422 0.030349251304422 12909 23664 23664 1 1
"274" "chr1" 57637644 57637644 0.0303348031023209 0.0303348031023209 4210 6266 6266 1 1
"18" "chr1" 2704354 2704354 0.0303340976828869 0.0303340976828869 562 865 865 1 1
"1446" "chr1" 44874524 44874524 -0.0303199923546712 0.0303199923546712 3648 5393 5393 1 1
"1806" "chr1" 246668601 246668601 -0.0303111123470178 0.0303111123470178 9287 13742 13742 1 1
"1734" "chr1" 214158573 214158573 -0.0302360153228022 0.0302360153228022 8176 12166 12166 1 3
"762" "chrX" 35816656 35816656 0.0302259596748536 0.0302259596748536 10147 15892 15892 1 8
"1041" "chrX" 106751450 106751450 0.0302056169451513 0.0302056169451513 11986 21052 21052 1 1
"79" "chr1" 4726759 4726759 0.0301813678106656 0.0301813678106656 906 1409 1409 1 1
"373" "chr1" 152692550 152692550 0.0301780359846195 0.0301780359846195 6044 9060 9060 1 1
"65" "chr1" 4000154 4000154 0.0301710859043882 0.0301710859043882 878 1378 1378 1 1
"268" "chr1" 55508184 55508184 0.0301252979866597 0.0301252979866597 4164 6209 6209 1 1
"296" "chr1" 88231424 88231424 0.030110881270729 0.030110881270729 4762 7083 7083 1 1
"369" "chr1" 152648726 152648726 0.0301074035059686 0.0301074035059686 6040 9056 9056 1 1
"381" "chr1" 152815459 152815459 0.0301049249034431 0.0301049249034431 6053 9070 9070 1 1
"1663" "chr1" 163039184 163039184 -0.0300933727286118 0.0300933727286118 6750 10125 10125 1 1
"1503" "chr1" 59245597 59245597 -0.0300888436120372 0.0300888436120372 4249 6321 6321 1 1
"691" "chrX" 8500975 8500975 0.0300763790703937 0.0300763790703937 9525 14174 14174 1 1
"588" "chr1" 230653402 230653402 0.0300705567766062 0.0300705567766062 8796 13066 13066 1 1
"566" "chr1" 227733522 227733522 0.0300502516659875 0.0300502516659875 8571 12739 12739 1 1
"421" "chr1" 157738458 157738458 0.0300343910694412 0.0300343910694412 6478 9721 9721 1 1
"1057" "chrX" 115592030 115592030 0.0300246700797166 0.0300246700797166 12182 21561 21561 1 1
"1756" "chr1" 224805287 224805287 -0.0300213417975816 0.0300213417975816 8442 12545 12545 1 1
"832" "chrX" 51483952 51483952 0.030006386226312 0.030006386226312 10859 17845 17845 1 1
"487" "chr1" 175377364 175377364 0.029975860495189 0.029975860495189 7069 10595 10595 1 1
"1090" "chrX" 130419944 130419944 0.0299755844414229 0.0299755844414229 12541 22605 22605 1 1
"377" "chr1" 152784305 152784305 0.0299701872444591 0.0299701872444591 6049 9065 9065 1 1
"1042" "chrX" 107172238 107172238 0.0299504585748749 0.0299504585748749 12007 21117 21117 1 1
"1510" "chr1" 63782426 63782426 -0.0299406100594783 0.0299406100594783 4336 6448 6448 1 1
"1208" "chrX" 152530639 152530639 0.029907959908005 0.029907959908005 13143 24220 24220 1 1
"1308" "chr1" 14924712 14924712 -0.0298897917294594 0.0298897917294594 1658 2432 2432 1 2
"1176" "chrX" 150349034 150349034 0.0298816891348342 0.0298816891348342 13018 23968 23968 1 1
"166" "chr1" 18149599 18149599 0.0298786556960207 0.0298786556960207 1969 2861 2861 1 1
"1932" "chrX" 107018607 107018607 -0.0298723241269899 0.0298723241269899 12002 21092 21092 1 12
"89" "chr1" 4841913 4841913 0.0298636176919813 0.0298636176919813 919 1423 1423 1 1
"1666" "chr1" 167090618 167090618 -0.0298379427489199 0.0298379427489199 6844 10257 10257 1 1
"875" "chrX" 63446644 63446644 0.0298099025684406 0.0298099025684406 11097 18516 18516 1 1
"559" "chr1" 223563432 223563432 0.0298070949290147 0.0298070949290147 8388 12458 12458 1 1
"670" "chrX" 3229472 3229472 0.0297983177812479 0.0297983177812479 9460 14019 14019 1 1
"141" "chr1" 12775848 12775848 0.0297660744893689 0.0297660744893689 1614 2374 2374 1 2
"450" "chr1" 159557514 159557514 0.0297635442053558 0.0297635442053558 6543 9800 9800 1 2
"1744" "chr1" 220959586 220959586 -0.0297377232595975 0.0297377232595975 8319 12360 12360 1 1
"935" "chrX" 73051413 73051413 0.0297155030368432 0.0297155030368432 11456 19485 19485 1 1
"1559" "chr1" 101488098 101488098 -0.0297055809758954 0.0297055809758954 5071 7565 7565 1 1
"1562" "chr1" 109490978 109490978 -0.0297011765525495 0.0297011765525495 5145 7678 7678 1 1
"634" "chr1" 247654140 247654140 0.0296940229282863 0.0296940229282863 9352 13843 13843 1 1
"255" "chr1" 47603010 47603010 0.0296820381994469 0.0296820381994469 3817 5671 5671 1 1
"727" "chrX" 21856948 21856948 0.0296480257756514 0.0296480257756514 9938 15269 15269 1 1
"1571" "chr1" 110693985 110693985 -0.0296293153169464 0.0296293153169464 5244 7836 7836 1 2
"548" "chr1" 215966091 215966091 0.0296086256863869 0.0296086256863869 8228 12231 12231 1 1
"1053" "chrX" 111621374 111621374 0.0295980752824359 0.0295980752824359 12107 21391 21391 1 1
"424" "chr1" 157802305 157802305 0.029587980364493 0.029587980364493 6482 9725 9725 1 1
